StimID,AnswerCertainty,AnswerPolarity,ContextType,count,pos,pos_min,pos_q25,pos_q50,pos_q75,pos_max,pri,pri_min,pri_q25,pri_q50,pri_q75,pri_max,rel,rel_min,rel_q25,rel_q50,rel_q75,rel_max,bch,bch_min,bch_q25,bch_q50,bch_q75,bch_max,ech,ech_min,ech_q25,ech_q50,ech_q75,ech_max,klu,klu_min,klu_q25,klu_q50,klu_q75,klu_max,bfu,bfu_min,bfu_q25,bfu_q50,bfu_q75,bfu_max,Answer,Context,CriticalProposition,YourQuestion,YourQuestionIntro,AnswerIntro
1,high_certainty,positive,neutral,11.00,"[0.75, 0.8, 0.81, 0.84, 0.9, 0.9, 0.95, 0.95, 1.0, 1.0, 1.0]",0.75,0.82,0.90,0.97,1.00,"[0.41, 0.5, 0.5, 0.5, 0.5, 0.5, 0.55, 0.6000000000000001, 0.6000000000000001, 0.65, 0.7000000000000001]",0.41,0.50,0.50,0.60,0.70,"[0.45, 0.59, 0.7000000000000001, 0.71, 0.76, 0.86, 0.86, 0.9, 0.96, 1.0, 1.0]",0.45,0.71,0.86,0.93,1.00,"[0.11, 0.2, 0.25, 0.29, 0.3, 0.35, 0.4, 0.45, 0.45, 0.5, 0.59]",0.11,0.27,0.35,0.45,0.59,"[0.1798194393, 0.1887218755, 0.2490224996, 0.3584648993, 0.5019550009, 0.5310044064, 0.7136030429, 0.7136030429, 0.9340680554, 0.9765004688, 1.0]",0.18,0.30,0.53,0.82,1.00,"[0.099168162, 0.2621467397, 0.352442818, 0.4685137669, 0.5284434851, 0.7055608241, 0.7609374084, 0.8066265003, 0.8066265003, 0.9, 0.9482755579]",0.10,0.41,0.71,0.81,0.95,"[0.4526748971, 0.625, 0.6666666667000001, 0.7671957672, 0.8333333333, 0.8888888889000001, 0.9473684211, 0.9473684211, 1.0, 1.0, 1.0]",0.45,0.72,0.89,0.97,1.00,There's a wedding canopy set up on the beach.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,high_certainty,positive,positive,5.00,"[0.6000000000000001, 0.68, 0.95, 0.97, 0.99]",0.60,0.68,0.95,0.97,0.99,"[0.13, 0.5, 0.85, 0.85, 0.95]",0.13,0.50,0.85,0.85,0.95,"[0.58, 0.65, 0.89, 0.9, 0.95]",0.58,0.65,0.89,0.90,0.95,"[0.04, 0.1, 0.1, 0.12, 0.55]",0.04,0.10,0.10,0.12,0.55,"[0.0290494055, 0.2056038212, 0.3234433476, 0.3469432727, 0.4154484469]",0.03,0.21,0.32,0.35,0.42,"[0.064700732, 0.0788862203, 0.1550973224, 0.2329006867, 0.9310449314]",0.06,0.08,0.16,0.23,0.93,"[0.3333333333, 0.7017543860000001, 0.8080808081, 0.8247422680000001, 0.9296822177]",0.33,0.70,0.81,0.82,0.93,There's a wedding canopy set up on the beach.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,low_certainty,negative,negative,10.00,"[0.03, 0.08, 0.1, 0.14, 0.15, 0.2, 0.28, 0.3, 0.4, 0.55]",0.03,0.11,0.17,0.29,0.55,"[0.1, 0.13, 0.2, 0.2, 0.3, 0.31, 0.48, 0.5, 0.5, 0.5]",0.10,0.20,0.30,0.49,0.50,"[0.17, 0.2, 0.3, 0.55, 0.58, 0.65, 0.73, 0.74, 0.75, 0.87]",0.17,0.36,0.61,0.74,0.87,"[0.0, 0.0, 0.01, 0.05, 0.05, 0.1, 0.17, 0.2, 0.23, 0.3]",0.00,0.02,0.07,0.19,0.30,"[0.0, 0.0, 0.007225546, 0.0268006266, 0.0290494055, 0.1120877902, 0.1433947254, 0.2780719051, 0.4909942682, 0.5275362371]",0.00,0.01,0.07,0.24,0.53,"[0.0, 0.0, 0.0014367268, 0.0164997968, 0.0274493917, 0.064700732, 0.2419449975, 0.3506725499, 0.4050215917, 0.4728574236]",0.00,0.01,0.05,0.32,0.47,"[0.0, 0.0, 0.0821018062, 0.1818181818, 0.2941176471, 0.3333333333, 0.5787037037, 0.75, 0.8064516129, 0.8762886598]",0.00,0.11,0.31,0.71,0.88,It's going to be cloudy this afternoon.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,low_certainty,negative,neutral,9.00,"[0.1, 0.25, 0.25, 0.28, 0.32, 0.33, 0.4, 0.6900000000000001, 0.7000000000000001]",0.10,0.25,0.32,0.40,0.70,"[0.44, 0.47, 0.5, 0.5, 0.5, 0.6000000000000001, 0.66, 0.73, 0.8]",0.44,0.50,0.50,0.66,0.80,"[0.35, 0.4, 0.43, 0.58, 0.61, 0.66, 0.7000000000000001, 0.81, 0.81]",0.35,0.43,0.61,0.70,0.81,"[0.1, 0.12, 0.2, 0.22, 0.22, 0.25, 0.25, 0.33, 0.63]",0.10,0.20,0.22,0.25,0.63,"[2.2204460489999999e-16, 0.0098923322, 0.0852060635, 0.1042281302, 0.1445491894, 0.1593628043, 0.1887218755, 0.1887218755, 0.3724690426]",0.00,0.09,0.14,0.19,0.37,"[0.0893262793, 0.0952163731, 0.2361510256, 0.2794918177, 0.2831128257, 0.352442818, 0.352442818, 0.5275886253000001, 0.9470920893]",0.09,0.24,0.28,0.35,0.95,"[0.4010695187, 0.4166666667, 0.5555555556, 0.6015859995, 0.6111111111, 0.6666666667000001, 0.6666666667000001, 0.7462686567, 0.9589041096]",0.40,0.56,0.61,0.67,0.96,It's going to be cloudy this afternoon.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,low_certainty,negative,positive,15.00,"[0.25, 0.31, 0.5, 0.5, 0.5, 0.62, 0.6900000000000001, 0.6900000000000001, 0.7000000000000001, 0.7000000000000001, 0.72, 0.73, 0.8, 0.9, 0.95]",0.25,0.50,0.69,0.72,0.95,"[0.5, 0.7000000000000001, 0.71, 0.79, 0.8, 0.8, 0.8, 0.8200000000000001, 0.85, 0.85, 0.9, 0.9, 0.9, 1.0, 1.0]",0.50,0.80,0.82,0.90,1.00,"[0.3, 0.32, 0.35, 0.4, 0.5, 0.53, 0.55, 0.55, 0.62, 0.66, 0.75, 0.75, 0.8, 0.9, 1.0]",0.30,0.45,0.55,0.75,1.00,"[0.0, 0.0, 0.05, 0.1, 0.1, 0.1, 0.1, 0.11, 0.12, 0.17, 0.2, 0.21, 0.21, 0.6000000000000001, 0.6900000000000001]",0.00,0.10,0.11,0.20,0.69,"[0.0, 0.0, 0.1187091008, 0.1312787537, 0.1593628043, 0.1593628043, 0.1712453635, 0.1753737648, 0.2014378197, 0.2165592823, 0.2316243315, 0.2529325013, 0.2863969571, 0.4241778648, 0.8931734584000001]",0.00,0.15,0.18,0.24,0.89,"[0.0, 0.0, 0.0893262793, 0.0893262793, 0.0950781712, 0.1061896826, 0.1371406666, 0.1462626325, 0.2208689415, 0.2514331054, 0.2755509162, 0.426552565, 0.9498884755, 1.0, 1.0]",0.00,0.09,0.15,0.35,1.00,"[0.0, 1.1102230249999998e-16, 0.4166666667, 0.4166666667, 0.4355400697, 0.4435483871, 0.5228758170000001, 0.5555555556, 0.5662891406, 0.5714285714, 0.5915492958, 0.752688172, 0.9411764706, 1.0, 1.0]",0.00,0.43,0.56,0.67,1.00,It's going to be cloudy this afternoon.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,low_certainty,positive,negative,7.00,"[0.3, 0.42, 0.5, 0.5, 0.5, 0.64, 0.7000000000000001]",0.30,0.46,0.50,0.57,0.70,"[0.1, 0.16, 0.25, 0.25, 0.35, 0.36, 0.56]",0.10,0.20,0.25,0.35,0.56,"[0.1, 0.1, 0.47, 0.5, 0.53, 0.61, 0.66]",0.10,0.28,0.50,0.57,0.66,"[0.05, 0.14, 0.15, 0.17, 0.28, 0.34, 0.4]",0.05,0.14,0.17,0.31,0.40,"[0.0, 0.0659319446, 0.0700127748, 0.108296622, 0.1701757706, 0.3656904454, 0.5310044064]",0.00,0.07,0.11,0.27,0.53,"[0.0210406701, 0.1282084796, 0.1449938763, 0.2043315357, 0.4144297551, 0.6433004827000001, 0.8167540412000001]",0.02,0.14,0.20,0.53,0.82,"[0.2222222222, 0.4545454545, 0.4615384615, 0.5396825397, 0.68359375, 0.8095238095, 0.8888888889000001]",0.22,0.46,0.54,0.75,0.89,It's a beautiful sunny day.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,low_certainty,positive,neutral,5.00,"[0.45, 0.5, 0.5, 0.63, 0.91]",0.45,0.50,0.50,0.63,0.91,"[0.15, 0.5, 0.5, 0.5, 0.5]",0.15,0.50,0.50,0.50,0.50,"[0.15, 0.28, 0.4, 0.4, 0.5]",0.15,0.28,0.40,0.40,0.50,"[0.0, 0.0, 0.13, 0.3, 0.41]",0.00,0.00,0.13,0.30,0.41,"[0.0, 0.0, 0.0493279073, 0.3829341493, 0.5635301829]",0.00,0.00,0.05,0.38,0.56,"[0.0, 0.0, 0.1073687382, 0.571269829, 0.7268068429]",0.00,0.00,0.11,0.57,0.73,"[0.0, 0.0, 0.4126984127, 0.7843137255, 0.9010989011]",0.00,0.00,0.41,0.78,0.90,It's a beautiful sunny day.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,low_certainty,positive,positive,3.00,"[0.88, 0.9, 1.0]",0.88,0.89,0.90,0.95,1.00,"[0.84, 0.88, 0.95]",0.84,0.86,0.88,0.92,0.95,"[0.22, 0.5, 0.94]",0.22,0.36,0.50,0.72,0.94,"[0.02, 0.04, 0.05]",0.02,0.03,0.04,0.04,0.05,"[0.0603652717, 0.1049486894, 0.2863969571]",0.06,0.08,0.10,0.20,0.29,"[0.0066001029, 0.0210871993, 0.1566663713]",0.01,0.01,0.02,0.09,0.16,"[0.1851851852, 0.2840909091, 1.0]",0.19,0.23,0.28,0.64,1.00,It's a beautiful sunny day.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,non_answer,positive,negative,15.00,"[0.13, 0.2, 0.24, 0.35, 0.37, 0.39, 0.45, 0.45, 0.5, 0.5, 0.54, 0.6000000000000001, 0.67, 0.7000000000000001, 0.8]",0.13,0.36,0.45,0.57,0.80,"[0.17, 0.18, 0.2, 0.24, 0.35, 0.35, 0.36, 0.45, 0.5, 0.5, 0.5, 0.54, 0.6000000000000001, 0.67, 0.8]",0.17,0.29,0.45,0.52,0.80,"[0.0, 0.0, 0.0, 0.05, 0.08, 0.08, 0.1, 0.2, 0.2, 0.2, 0.3, 0.3, 0.55, 0.56, 0.6000000000000001]",0.00,0.07,0.20,0.30,0.60,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.04, 0.04, 0.1, 0.17, 0.2]",0.00,0.00,0.00,0.04,0.20,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0079889034, 0.0307314931, 0.0587063986, 0.1002665937, 0.1187091008, 0.2539910096]",0.00,0.00,0.00,0.04,0.25,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007177955, 0.0114284648, 0.0199765449, 0.0680386131, 0.2377552899, 0.2391642705]",0.00,0.00,0.00,0.02,0.24,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0422297297, 0.157790927, 0.2704530088, 0.3418803419, 0.5714285714, 0.5923344948]",0.00,0.00,0.00,0.21,0.59,There are supposed to be 100 guests.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. You're not sure if the ceremony is supposed to be on the beach or in the mansion, but last you heard they were planning on having it indoors.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,non_answer,positive,neutral,10.00,"[0.45, 0.48, 0.5, 0.5, 0.5, 0.53, 0.6000000000000001, 0.65, 0.75, 0.8]",0.45,0.50,0.52,0.64,0.80,"[0.49, 0.5, 0.5, 0.5, 0.5, 0.5, 0.6000000000000001, 0.7000000000000001, 0.75, 0.77]",0.49,0.50,0.50,0.68,0.77,"[0.0, 0.04, 0.08, 0.1, 0.1, 0.15, 0.19, 0.2, 0.33, 0.4]",0.00,0.09,0.12,0.20,0.40,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.03, 0.04, 0.05, 0.05]",0.00,0.00,0.01,0.04,0.05,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.001154464, 0.0023098532, 0.007225546, 0.0527771561, 0.0560832087]",0.00,0.00,0.00,0.01,0.06,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0026547216, 0.0086807746, 0.0105780817, 0.0164997968, 0.0190259137]",0.00,0.00,0.00,0.01,0.02,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0769230769, 0.1479837218, 0.1630434783, 0.1818181818, 0.2040816327]",0.00,0.00,0.04,0.16,0.20,There are supposed to be 100 guests.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, Kim wanted to have the ceremony on the beach, but Sam wanted to have it in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
1,non_answer,positive,positive,11.00,"[0.51, 0.64, 0.65, 0.8, 0.86, 0.88, 0.9, 0.95, 0.95, 0.97, 1.0]",0.51,0.73,0.88,0.95,1.00,"[0.5, 0.6000000000000001, 0.65, 0.8, 0.81, 0.89, 0.9, 0.91, 0.95, 0.95, 1.0]",0.50,0.73,0.89,0.93,1.00,"[0.0, 0.0, 0.01, 0.03, 0.1, 0.31, 0.4, 0.45, 0.65, 0.66, 0.8]",0.00,0.02,0.31,0.55,0.80,"[0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.03, 0.03, 0.04, 0.07, 0.1]",0.00,0.00,0.01,0.04,0.10,"[0.0, 0.0, 0.0, 0.0, 0.0002885582, 0.020456635, 0.0282674052, 0.0843228535, 0.0928910482, 0.2529325013, 0.2746037358]",0.00,0.00,0.02,0.09,0.27,"[0.0, 0.0, 0.0, 0.0, 0.0006642092, 0.0010645855, 0.0111484586, 0.0140978831, 0.0165439439, 0.1142910885, 0.1147468135]",0.00,0.00,0.00,0.02,0.11,"[-2.2204460489999999e-16, -2.2204460489999999e-16, 0.0, 0.0, 0.0392156863, 0.0617283951, 0.15625, 0.2407704655, 0.2747252747, 0.5555555556, 0.7216494845]",-0.00,0.00,0.06,0.26,0.72,There are supposed to be 100 guests.,"It's the day of Kim and Sam's wedding. The wedding is at a beautiful beachside mansion. Last you heard, the plan was to have the ceremony on the beach, and the reception in the mansion ballroom.",the ceremony will be outdoors,Will they have the ceremony outdoors?,You ask your friend Clara:,Clara responds:
2,exhaustive,negative,negative,12.00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.02, 0.02, 0.07, 0.1, 0.14, 0.15]",0.00,0.00,0.01,0.08,0.15,"[0.02, 0.03, 0.1, 0.13, 0.15, 0.2, 0.2, 0.23, 0.35, 0.4, 0.4, 0.41]",0.02,0.12,0.20,0.36,0.41,"[0.19, 0.75, 0.81, 0.92, 0.95, 0.95, 0.98, 1.0, 1.0, 1.0, 1.0, 1.0]",0.19,0.89,0.96,1.00,1.00,"[0.02, 0.03, 0.05, 0.1, 0.12, 0.13, 0.16, 0.2, 0.25, 0.26, 0.39, 0.4]",0.02,0.09,0.14,0.25,0.40,"[0.1120877902, 0.1414405425, 0.1943918578, 0.3867117828, 0.4120876526, 0.4650724618, 0.4683997622, 0.4689955936, 0.4766450491, 0.7219280949, 0.8350599262, 0.9709505945]",0.11,0.34,0.47,0.54,0.97,"[0.0274493917, 0.0649094795, 0.0962326402, 0.2640839397, 0.2806747885, 0.2880403118, 0.2953119505, 0.4173892853, 0.4269417922, 0.5234901251, 0.7657251971, 0.8167540412000001]",0.03,0.22,0.29,0.45,0.82,"[0.2941176471, 0.7480130902000001, 0.7558139535, 0.7936507937, 0.8843537415, 0.9324009324, 0.9706321553, 1.0, 1.0, 1.0, 1.0, 1.0]",0.29,0.78,0.95,1.00,1.00,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,exhaustive,negative,neutral,9.00,"[0.0, 0.0, 0.0, 0.01, 0.05, 0.1, 0.13, 0.15, 0.4]",0.00,0.00,0.05,0.13,0.40,"[0.31, 0.55, 0.6000000000000001, 0.6000000000000001, 0.68, 0.7000000000000001, 0.72, 0.8300000000000001, 0.85]",0.31,0.60,0.68,0.72,0.85,"[0.7000000000000001, 0.84, 0.9, 0.91, 0.97, 0.98, 0.99, 1.0, 1.0]",0.70,0.90,0.97,0.99,1.00,"[0.21, 0.3, 0.53, 0.54, 0.59, 0.6000000000000001, 0.6000000000000001, 0.8, 0.8300000000000001]",0.21,0.53,0.59,0.60,0.83,"[0.0896596952, 0.294541153, 0.2980126255, 0.3234433476, 0.4241778648, 0.6577047787, 0.9119813181, 0.9709505945, 0.9709505945]",0.09,0.30,0.42,0.91,0.97,"[0.3419921936, 0.4716253553, 0.8653818738, 0.9145553041, 0.9209192048, 0.9523490125, 0.9523490125, 0.9952733181, 0.9972228032]",0.34,0.87,0.92,0.95,1.00,"[0.7142857143, 0.752688172, 0.9169550173, 0.941890166, 0.9907120743, 0.9917355372, 1.0, 1.0, 1.0]",0.71,0.92,0.99,1.00,1.00,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,exhaustive,negative,positive,9.00,"[0.0, 0.0, 0.0, 0.0, 0.05, 0.14, 0.25, 0.35, 0.6000000000000001]",0.00,0.00,0.05,0.25,0.60,"[0.75, 0.76, 0.8, 0.8300000000000001, 0.85, 0.88, 0.9, 0.95, 0.95]",0.75,0.80,0.85,0.90,0.95,"[0.5, 0.6000000000000001, 0.74, 0.84, 0.92, 0.99, 1.0, 1.0, 1.0]",0.50,0.74,0.92,1.00,1.00,"[0.2, 0.5, 0.5, 0.6900000000000001, 0.76, 0.85, 0.88, 0.95, 0.95]",0.20,0.50,0.76,0.88,0.95,"[0.0, 0.0734659671, 0.1825986365, 0.2490224996, 0.2863969571, 0.2863969571, 0.3242277507, 0.5293608653, 0.7950402794]",0.00,0.18,0.29,0.32,0.80,"[0.2936458525, 0.8387429355, 0.8817019515000001, 0.9777101993, 0.9912681491, 0.9986727122, 0.9991268149, 0.999952349, 0.999952349]",0.29,0.88,0.99,1.00,1.00,"[0.625, 0.8888888889000001, 0.9049773756, 0.966657327, 0.9941520468, 1.0, 1.0, 1.0, 1.0]",0.62,0.90,0.99,1.00,1.00,We're having lasagna.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,exhaustive,positive,negative,10.00,"[0.7000000000000001, 0.75, 0.89, 0.91, 0.93, 0.94, 0.95, 1.0, 1.0, 1.0]",0.70,0.90,0.94,0.99,1.00,"[0.1, 0.15, 0.18, 0.18, 0.2, 0.2, 0.2, 0.23, 0.4, 0.5]",0.10,0.18,0.20,0.22,0.50,"[0.73, 0.92, 0.98, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.73,0.98,1.00,1.00,1.00,"[0.41, 0.5, 0.6000000000000001, 0.65, 0.7000000000000001, 0.71, 0.75, 0.76, 0.8, 0.85]",0.41,0.61,0.71,0.76,0.85,"[0.1593628043, 0.1801610876, 0.3422825309, 0.3526321266, 0.4120876526, 0.4355311378, 0.5635301829, 0.6098403047000001, 0.7219280949, 0.9709505945]",0.16,0.34,0.42,0.60,0.97,"[0.7268068429, 0.8556679419000001, 0.9523490125, 0.9766839414, 0.980864876, 0.9815233284, 0.9883997096, 0.990344576, 0.9952349013, 0.9981675404]",0.73,0.96,0.98,0.99,1.00,"[0.8928571429000001, 0.9010989011, 0.962962963, 0.9728692793, 0.9775171065, 0.9859885833, 0.9868421053, 1.0, 1.0, 1.0]",0.89,0.97,0.98,1.00,1.00,We're having hamburgers and french fries.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,exhaustive,positive,neutral,13.00,"[0.84, 0.93, 0.94, 0.95, 0.95, 0.98, 0.99, 0.99, 1.0, 1.0, 1.0, 1.0, 1.0]",0.84,0.95,0.99,1.00,1.00,"[0.4, 0.5, 0.6000000000000001, 0.65, 0.65, 0.7000000000000001, 0.7000000000000001, 0.7000000000000001, 0.75, 0.76, 0.8, 0.84, 0.86]",0.40,0.65,0.70,0.76,0.86,"[0.62, 0.9, 0.92, 0.97, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.62,0.97,1.00,1.00,1.00,"[0.13, 0.14, 0.15, 0.18, 0.2, 0.24, 0.25, 0.29, 0.3, 0.33, 0.35, 0.5, 0.6000000000000001]",0.13,0.18,0.25,0.33,0.60,"[0.2469813446, 0.5034456757, 0.5248811673, 0.5535164187, 0.5804875523, 0.5948939421, 0.6050269436, 0.6066231362, 0.7950402794, 0.8812908992, 0.9340680554, 0.9709505945, 1.0]",0.25,0.55,0.61,0.88,1.00,"[0.1602430741, 0.3129116221, 0.3612495859, 0.3804001088, 0.3981164863, 0.4863063902, 0.5508706313, 0.5981431981, 0.6127328302, 0.6942075016, 0.7609374084, 0.9, 0.9523490125]",0.16,0.38,0.55,0.69,0.95,"[0.5555555556, 0.8421052632, 0.8771929825, 0.8814589666, 0.8870967742, 0.9183673469, 0.937950938, 0.946969697, 1.0, 1.0, 1.0, 1.0, 1.0]",0.56,0.88,0.94,1.00,1.00,We're having hamburgers and french fries.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,exhaustive,positive,positive,7.00,"[0.72, 0.92, 0.95, 1.0, 1.0, 1.0, 1.0]",0.72,0.94,1.00,1.00,1.00,"[0.6000000000000001, 0.75, 0.8, 0.8, 0.8200000000000001, 0.85, 0.93]",0.60,0.78,0.80,0.83,0.93,"[0.63, 0.94, 0.97, 1.0, 1.0, 1.0, 1.0]",0.63,0.95,1.00,1.00,1.00,"[0.07, 0.12, 0.12, 0.15, 0.15, 0.18, 0.25]",0.07,0.12,0.15,0.16,0.25,"[0.1154997839, 0.3197489047, 0.3659236509, 0.4355311378, 0.6098403047000001, 0.6800770457, 0.8112781245]",0.12,0.34,0.44,0.64,0.81,"[0.0990603174, 0.1677551904, 0.2142170136, 0.2680711561, 0.4171795977, 0.4827555793, 0.6154414242]",0.10,0.19,0.27,0.45,0.62,"[0.4166666667, 0.652173913, 0.7894736842000001, 1.0, 1.0, 1.0, 1.0]",0.42,0.72,1.00,1.00,1.00,We're having hamburgers and french fries.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which is usually hamburger night.",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,high_certainty,negative,negative,10.00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.01, 0.02, 0.1]",0.00,0.00,0.00,0.01,0.10,"[0.03, 0.07, 0.09, 0.1, 0.1, 0.23, 0.24, 0.33, 0.4, 0.6000000000000001]",0.03,0.09,0.17,0.31,0.60,"[0.86, 0.95, 0.96, 0.98, 0.98, 0.99, 0.99, 1.0, 1.0, 1.0]",0.86,0.96,0.98,1.00,1.00,"[0.02, 0.06, 0.09, 0.1, 0.1, 0.22, 0.23, 0.33, 0.4, 0.5]",0.02,0.09,0.16,0.30,0.50,"[0.1135987219, 0.285130515, 0.4364698171, 0.4689955936, 0.4689955936, 0.5019550009, 0.6535997368, 0.7780113035, 0.9149263728, 0.9709505945]",0.11,0.44,0.49,0.75,0.97,"[0.0301595696, 0.1314842104, 0.2689645285, 0.2953119505, 0.2953119505, 0.4844716347, 0.5803083286, 0.73561732, 0.8167540412000001, 0.8394672118000001]",0.03,0.28,0.39,0.70,0.84,"[0.6734006734, 0.8658008658, 0.9259259259, 0.9353741497, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.67,0.93,1.00,1.00,1.00,There's a lasagna in the oven.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which used to be hamburger night, but lately, Mom has stopped making hamburgers because they're too ""unhealthy"".",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
2,high_certainty,negative,neutral,6.00,"[0.0, 0.0, 0.02, 0.03, 0.04, 0.05]",0.00,0.01,0.03,0.04,0.05,"[0.5, 0.65, 0.75, 0.76, 0.95, 0.95]",0.50,0.68,0.76,0.90,0.95,"[0.81, 0.89, 0.95, 0.97, 0.99, 1.0]",0.81,0.91,0.96,0.98,1.00,"[0.5, 0.62, 0.73, 0.76, 0.9, 0.91]",0.50,0.65,0.74,0.86,0.91,"[3.8857805859999997e-16, 0.044104768, 0.6698375819, 0.7396761975, 0.7950402794, 1.0]",0.00,0.20,0.70,0.78,1.00,"[0.9, 0.9491124867, 0.9851015944, 0.9912681491, 0.9998497324, 0.9998768934]",0.90,0.96,0.99,1.00,1.00,"[0.9833465504, 0.9931972789, 0.9972299169, 0.9978070175, 1.0, 1.0]",0.98,0.99,1.00,1.00,1.00,There's a lasagna in the oven.,"After a long day of school, you come home starving, and wondering what Mom is cooking for dinner. It's Thursday, which has been hamburger night the last couple weeks. ",we're having hamburgers,Are we having hamburgers for dinner?,You ask your sibling:,Your sibling responds:
